objectId,featureCode,countryCode,cityId,ACL,name,population,updatedAt,location,country,createdAt,adminCode
01iGLiwDAT,PPL,EG,358600,null,Būsh,86608,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":29.14816,""longitude"":31.12733}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),18
xoFDU9LRYG,PPL,EG,358840,null,Bilbays,129211,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.42039,""longitude"":31.56223}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),14
ISXhCVTgJm,PPLA,EG,358448,null,Damanhūr,227943,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.03408,""longitude"":30.46823}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),03
Lcam0TrGON,PPLA,EG,359173,null,Banī Suwayf,189624,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":29.07441,""longitude"":31.09785}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),18
BU5YJtF8Jj,PPL,EG,358620,null,Safaga,32944,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":26.74906,""longitude"":33.93891}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),02
LsPhtebbTz,PPL,EG,358821,null,Bilqās,103596,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.21452,""longitude"":31.35798}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),01
dUStrOObDq,PPLA,EG,359678,null,El-Tor,14972,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":28.24168,""longitude"":33.6222}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),26
OFE5WqJdEZ,PPLA,EG,359280,null,Banhā,167029,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.45906,""longitude"":31.17858}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),12
0XGv1qYwfd,PPL,EG,359576,null,Awsīm,63862,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.12303,""longitude"":31.13571}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),08
10QkCM5kyC,PPL,EG,359212,null,Banī Mazār,58153,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":28.5036,""longitude"":30.8004}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),10
r0mCaN1W5F,PPL,EG,358274,null,Dayr Mawās,40609,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":27.64176,""longitude"":30.84662}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),10
klHdzwdQag,PPLA,EG,359493,null,Zagazig,285097,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.58768,""longitude"":31.502}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),14
O9UWjDiUFo,PPLA,EG,359783,null,Asyūţ,420585,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":27.18096,""longitude"":31.18368}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),17
9fuANoQfH4,PPLA,EG,359792,null,Aswan,241261,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":24.09082,""longitude"":32.89942}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),16
6IBpp2STdL,PPLA,EG,360502,null,Luxor,422407,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":25.69893,""longitude"":32.6421}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),28
dV1fpCP5D5,PPL,EG,360464,null,Al Wāsiţah,37453,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":29.33778,""longitude"":31.20556}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),04
LNG7IaFbzZ,PPL,EG,360754,null,Al Manzalah,67486,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.15823,""longitude"":31.936}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),01
lz8pGmSO9L,PPLA,EG,359796,null,Suez,488125,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":29.97371,""longitude"":32.52627}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),15
QtZrCemlxg,PPLA,EG,360686,null,Al Minyā,227150,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":28.10988,""longitude"":30.7503}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),10
BJtwUXDodS,PPLC,EG,360630,null,Cairo,7734614,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.06263,""longitude"":31.24967}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),11
SmLbTPQIcV,PPL,EG,359900,null,Aş Şaff,38213,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":29.56472,""longitude"":31.28111}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),08
1sE9RJuHAS,PPL,EG,360773,null,Al Manshāh,61134,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":26.47686,""longitude"":31.8035}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),24
9jzSddh0e4,PPL,EG,360615,null,Al Qanāţir al Khayrīyah,56302,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.19327,""longitude"":31.13703}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),12
JpzCJkmBxp,PPL,EG,360048,null,Ashmūn,82507,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.29735,""longitude"":30.97641}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),09
UX0Q9eEiP1,PPLA,EG,360761,null,Al Manşūrah,420195,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.03637,""longitude"":31.38069}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),01
amGKShzIAq,PPL,EG,359710,null,At Tall al Kabīr,51569,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.54323,""longitude"":31.78504}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),14
COs4JnGCUJ,PPL,EG,360531,null,Al Quşayr,24653,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":26.10426,""longitude"":34.27793}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),02
Z9BzaWuVQl,PPL,EG,360542,null,Al Qurayn,61730,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.61618,""longitude"":31.73514}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),14
CXsV0zfXyb,PPL,EG,360526,null,Al Qūşīyah,68394,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":27.4402,""longitude"":30.81841}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),17
SxLsZXsX9N,PPL,EG,360716,null,Al Maţarīyah,99357,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.18287,""longitude"":32.03108}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),01
8qkEvct8gH,PPL,EG,359953,null,Ash Shuhadā’,48060,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.59618,""longitude"":30.89875}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),09
iTOulQPE6X,PPL,EG,360612,null,Al Qanāyāt,42912,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.6188,""longitude"":31.46099}",Egypt,Thu Dec 12 2019 22:10:46 GMT+0200 (Eastern European Standard Time),14
zDMUfFT5vu,PPLA,EG,360923,null,Al Khārijah,67700,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":25.45141,""longitude"":30.54635}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),13
FTqYBHAvlR,PPL,EG,361103,null,Al Ibrāhīmīyah,34638,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.71877,""longitude"":31.56299}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),14
Y1jWXGzEwI,PPL,EG,360928,null,Al Khānkah,62434,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.21035,""longitude"":31.36812}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),12
R8zXjHrc8r,PPL,EG,360829,null,Al Maḩallah al Kubrá,431052,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.97063,""longitude"":31.1669}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),05
NMBujFFVyC,PPL,EG,361029,null,Al Jammālīyah,68381,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.18065,""longitude"":31.86497}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),01
FE1Zxipsoq,PPLA,EG,360995,null,Giza,2443203,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.00808,""longitude"":31.21093}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),08
FSMZuzsozK,PPL,EG,361329,null,Al Fashn,63793,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":28.82431,""longitude"":30.89948}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),18
r3I2tlPlgp,PPLA,EG,361058,null,Alexandria,3811516,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.20176,""longitude"":29.91582}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),06
T40ZHLTrLW,PPLA,EG,361055,null,Ismailia,284813,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.60427,""longitude"":32.27225}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),07
64t1zHbbWw,PPL,EG,361457,null,Al Bājūr,36633,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.43026,""longitude"":31.03681}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),09
dEMLaOpEJU,PPL,EG,361435,null,Al Balyanā,48801,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":26.23568,""longitude"":32.00347}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),24
QHwfCaBC6j,PPL,EG,361394,null,Al Bawīţī,20000,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":28.34919,""longitude"":28.86591}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),08
DOsP0UWhkC,PPL,EG,361179,null,Al Ḩawāmidīyah,106841,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":29.9,""longitude"":31.25}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),08
htEPPmG0Zd,PPL,EG,361612,null,Al ‘Alamayn,7400,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.83007,""longitude"":28.95502}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),22
VUlBWWx1yM,PPL,EG,361213,null,Al Ḩāmūl,45798,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.31146,""longitude"":31.14766}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),21
X2GzfhB74a,PPLA,EG,361546,null,Arish,128855,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.13159,""longitude"":33.79844}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),27
WLhrZ0R5R4,PPLA,EG,361320,null,Al Fayyūm,306393,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":29.30995,""longitude"":30.8418}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),04
iWv5xCJurk,PPL,EG,361495,null,Al ‘Ayyāţ,34796,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":29.61972,""longitude"":31.2575}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),08
QjnA0tkkHF,PPLA,EG,361291,null,Hurghada,95622,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":27.25738,""longitude"":33.81291}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),02
oPBPCmJWI4,PPL,EG,361478,null,Al Badārī,44132,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":26.99257,""longitude"":31.41554}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),17
3sKDlvrqhL,PPL,EG,361661,null,Akhmīm,99446,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":26.56217,""longitude"":31.74503}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),24
DaVMUuCMxI,PPL,EG,419435,null,Az Zarqā,40010,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.20864,""longitude"":31.63528}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),20
VAZB8yhc75,PPLA2,EG,410142,null,Bi’r al ‘Abd,0,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.01887,""longitude"":33.0098}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),27
ButSqV82qF,PPL,EG,362485,null,Abū Kabīr,100684,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.72508,""longitude"":31.67148}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),14
RFBuuUz6Wn,PPL,EG,8521413,null,Saint Catherine,4603,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":28.56191,""longitude"":33.94934}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),26
6BfNGaQgeh,PPL,EG,361827,null,Ad Dilinjāt,40386,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.82791,""longitude"":30.53633}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),03
iOCyl34WB8,PPL,EG,362277,null,Abū Qurqāş,61182,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":27.9312,""longitude"":30.83841}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),10
2sUmzp9hBE,PPL,EG,361702,null,Ajā,34692,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.94162,""longitude"":31.29039}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),01
jhpHWU1DVw,PPL,EG,362041,null,Abu Simbel,5000,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":22.3457,""longitude"":31.61624}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),16
eVueckf2O0,PPL,EG,11608775,null,Munshāt ‘Alī Āghā,3847,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":31.15791,""longitude"":30.70177}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),21
ZTxTxvqGLQ,PPL,EG,7521348,null,Ain Sukhna,45552,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":29.60018,""longitude"":32.31671}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),15
reGVrDcuLV,PPL,EG,6692518,null,Makadi Bay,4000,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":26.99123,""longitude"":33.89952}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),02
E7lVlrx024,PPL,EG,7799991,null,New Cairo,200000,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.03,""longitude"":31.47}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),11
fszTPcEHqZ,PPL,EG,362004,null,Abū Tīj,71257,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":27.04411,""longitude"":31.31897}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),17
m1ybmfdt5S,PPLA2,EG,7910966,null,Beheira,0,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.51478,""longitude"":30.34355}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),03
RXVFsSjP3w,PPL,EG,362882,null,Abū al Maţāmīr,41302,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":30.91018,""longitude"":30.17438}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),03
tFmAz8nrRF,PPL,EG,362973,null,Abnūb,68749,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":27.2696,""longitude"":31.15105}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),17
M3gvpkMZmD,PPL,EG,6692512,null,El Gouna,15000,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),"{""__type"":""GeoPoint"",""latitude"":27.39417,""longitude"":33.67825}",Egypt,Thu Dec 12 2019 22:10:47 GMT+0200 (Eastern European Standard Time),02
